"技術担当
部署（FY20 ）","技術担当
部署(FY21)",案件責任,営業/開発担当者,確度,プロジェクト名,S/L,AOコード,AOコード名,セグメント,請求先,内外,カテゴリ,ヒト/モノ,新規・継続,サービスCD,サービス名,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
ク基技,ク基技,営業,山下,C0,日産自動車　HPC,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,1200000,,0,0,676953,523047,0.4358725,1200000,0,0,0,561751,638249,0.531874167,1200000,0,0,0,529940,670060,0.558383333,1200000,,0,0,585201,614799,0.5123325,1200000,,0,0,545176,654824,0.545686667,1200000,,0,0,561990,638010,0.531675,1200000,,0,0,561990,638010,0.531675,1200000,,0,0,561990,638010,0.531675,1200000,,0,0,561990,638010,0.531675,1200000,,0,0,561990,638010,0.531675,1200000,,0,0,561990,638010,0.531675,1200000,,0,0,561990,638010,0.531675
ク基技,ク基技,営業,山下,C0,日産自動車　クラウドレンダリング保守,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,420000,,0,0,304656,115344,0.274628571,420000,0,0,0,287475,132525,0.315535714,420000,0,0,0,239356,180644,0.430104762,420000,,0,0,246294,173706,0.413585714,420000,,0,0,299153,120847,0.287730952,420000,,0,0,338745,81255,0.193464286,420000,,0,0,338745,81255,0.193464286,420000,,0,0,338745,81255,0.193464286,420000,,0,0,338745,81255,0.193464286,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0
ク基技,ク基技,営業,山下,C0,日産U-CORE検証環境構築,2b 個別案件型システム開発保守サービス,,,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,127622,0,117068,0,0,10554,0.082697341,0,0,0,0,0,0,0,1800000,0,0,0,760207,1039793,0.577662778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,山下,C0,日産U-CORE本番環境構築,2b 個別案件型システム開発保守サービス,,,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380000,0,0,0,723000,657000,0.476086957,0,0,0,0,0,0,0,360000,0,0,0,216000,144000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,山下,C0,トヨタ　HPC,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,1000000,984301,0,0,0,15699,0.015699,1000000,950000,0,0,0,50000,0.05,1000000,1108310,0,0,0,-108310,-0.10831,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05,1000000,950000,0,0,0,50000,0.05
ク基技,ク基技,営業,山下,C0,トヨタ　HPC（サポート要員）,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,600000,475000,0,0,0,125000,0.208333333,600000,475000,0,0,0,125000,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,山下,C0,トヨタ　HPC（サポート要員）　3月分,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,491488,0,0,0,108512,0.180853333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,山下,C0,トヨタ　HPC（サポート要員）　4-6月分,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,475000,0,0,0,125000,0.208333333,600000,475000,0,0,0,125000,0.208333333,600000,475000,0,0,0,125000,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,,,,(CLOUDIS/Iassﾓｽ､レリアン、AIRDO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,開発,安達,C0,CLOUDiS支援（運用保守）,5a 個別運用保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,X21,社内システム_ビジ統,5084200,2458578,,20285,1722103,883234,0.173721333,5013400,2331901,0,20000,1415425,1246074,0.24854869,5013400,2417821,0,20000,1650933,924646,0.184434914,5115100,2530599,,,1557294,1027207,0.200818557,4023600,1880897,,-26006,1352690,816019,0.202808182,4023600,2116000,,,1625000,282600,0.07023561,4023600,1635000,,,1633500,755100,0.18766776,4023600,1635000,,,1633500,755100,0.18766776,4023600,1635000,,,1633500,755100,0.18766776,4023600,1635000,,,1633500,755100,0.18766776,4023600,1635000,,,1633500,755100,0.18766776,4023600,1635000,,,1633500,755100,0.18766776
ク基技,ク基技,開発,安達,C0,AzureCSP業務支援（Azureマネージドサービス）,5a 個別運用保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,X21,社内システム_ビジ統,500000,268000,,,209876,22124,0.044248,500000,249358,0,0,172559,78083,0.156166,500000,0,268744,0,255225,-23969,-0.047938,500000,239290,,,186642,74068,0.148136,900000,591373,,,180821,127806,0.142006667,900000,604000,,,225000,71000,0.078888889,900000,537000,,,225000,138000,0.153333333,900000,537000,,,225000,138000,0.153333333,900000,537000,,,225000,138000,0.153333333,900000,537000,,,225000,138000,0.153333333,900000,537000,,,225000,138000,0.153333333,900000,537000,,,225000,138000,0.153333333
ク基技,ク基技,開発,安達,C0,クラウド技術支援（Azure),5a 個別運用保守サービス,201,インフラサービス,その他,ISID,内,インフラ,ヒト,継続,X21,社内システム_ビジ統,1800000,,,,1219569,580431,0.322461667,1600000,0,0,0,1109102,490898,0.30681125,1600000,0,0,0,957520,642480,0.40155,1600000,,,,934307,665693,0.416058125,1600000,,,,917570,682430,0.42651875,1600000,,,,1150000,450000,0.28125,1600000,,,,1117000,483000,0.301875,1600000,,,,1117000,483000,0.301875,1600000,,,,1117000,483000,0.301875,1600000,,,,1117000,483000,0.301875,1600000,,,,1117000,483000,0.301875,1600000,,,,1117000,483000,0.301875
ク基技,ク基技,開発,安達,C0,クラウド事業部技術サポート,5a 個別運用保守サービス,201,インフラサービス,その他,ISID,内,インフラ,ヒト,継続,X21,社内システム_ビジ統,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,72900,27100,0.271,100000,,,,90000,10000,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,山下,C0,エドモンド・オプティクス・ジャパンHW販売,5a 個別運用保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,1139,,1032,0,,107,0.093942054,1139,0,1032,0,0,107,0.093942054,1139,0,1032,0,0,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054,1139,,1032,0,,107,0.093942054
ク基技,ク基技,営業,戸村,C0,クラシアン向け SEサポートサービス,5a 個別運用保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,41667,0,0,0,0,41667,1,41667,0,0,0,0,41667,1,41663,0,0,0,0,41663,1,41667,0,0,0,0,41667,1,41667,0,0,0,0,41667,1,41666,0,0,0,0,41666,1,41666,0,0,0,0,41666,1,41666,0,0,0,0,41666,1,41666,0,0,0,0,41666,1,41666,0,0,0,0,41666,1,41666,0,0,0,0,41666,1,41666,0,0,0,0,41666,1
ク基技,ク基技,開発,安達,C0,AIRDOインフラ保守,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,550000,403379,,,46274,100347,0.182449091,550000,403631,0,0,44385,101984,0.185425455,550000,403506,0,,41768,104726,0.190410909,550000,381624,,,42237,126139,0.229343636,550000,327249,,,41052,181699,0.330361818,550000,403000,,,40000,107000,0.194545455,550000,403000,,,40000,107000,0.194545455,550000,403000,,,40000,107000,0.194545455,550000,403000,,,40000,107000,0.194545455,550000,403000,,,40000,107000,0.194545455,550000,403000,,,40000,107000,0.194545455,550000,403000,,,40000,107000,0.194545455
ク基技,ク基技,開発,安達,C0,AIRDOAmazonLinux対応,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,3600000,2591222,,,119648,889130,0.246980556,3600000,2315570,0,0,308764,975666,0.271018333,3600000,2415163,0,,329325,855512,0.237642222,3600000,2316304,,,42237,1241459,0.344849722,1080000,1055157,,,41052,-16209,-0.015008333,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,安原,C0,[MOS]モスフードサービス　インフラ支援（一括請負）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,1500000,172635,,12346,884596,430423,0.286948667,1500000,136275,0,11016,792505,560204,0.373469333,1500000,211830,0,10703,817858,459609,0.306406,1500000,222039,,0,692026,585935,0.390623333,1500000,179975,,16526,708592,594907,0.396604667,1500000,222857.1429,,19839,885000,372303.8571,0.248202571,1500000,222857.1429,,19839,885000,372303.8571,0.248202571,1500000,222857.1429,,19839,885000,372303.8571,0.248202571,1500000,222857.1429,,19839,885000,372303.8571,0.248202571,1500000,222857.1429,,19839,885000,372303.8571,0.248202571,1500000,222857.1429,,19839,885000,372303.8571,0.248202571,1500000,222857.1429,,19839,885000,372303.8571,0.248202571
ク基技,ク基技,営業,安原,C0,[MOS]モスフードサービス　データセンター運用（一括請負）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,500000,57545,,4115,294867,143473,0.286946,500000,45425,0,3673,264167,186735,0.37347,500000,70610,0,3567,272620,153203,0.306406,500000,74013,,0,230678,195309,0.390618,500000,59990,,5507,236193,198310,0.39662,500000,74285.71429,,6613,290000,129101.2857,0.258202571,500000,74285.71429,,6613,290000,129101.2857,0.258202571,500000,74285.71429,,6613,290000,129101.2857,0.258202571,500000,74285.71429,,6613,290000,129101.2857,0.258202571,500000,74285.71429,,6613,290000,129101.2857,0.258202571,500000,74285.71429,,6613,290000,129101.2857,0.258202571,500000,74285.71429,,6613,290000,129101.2857,0.258202571
,ク基技,営業,安原,C0,[MOS]モスフードサービス　ウイルス対策製品リプレース,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000,500000,,,699000,601000,0.333888889,,,,,,,,,,,,,,,,,,,,,
,ク基技,営業,安原,C0,[MOS]モスフードサービス　ウイルス対策製品リプレース（SW）,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,241400,,205190,,,36210,0.15,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,レリアンSO,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,1500000,172636,,12346,884597,430421,0.286947333,1500000,136275,0,11014,792511,560200,0.373466667,1500000,211827,0,10703,817851,459619,0.306412667,1900000,273833,,,904491,721676,0.379829474,1900000,228095,,20450,911670,739785,0.389360526,1900000,222857.1429,,23433,1100000,553709.8571,0.291426241,1900000,222857.1429,,23433,1100000,553709.8571,0.291426241,1900000,222857.1429,,23433,1100000,553709.8571,0.291426241,1900000,222857.1429,,23433,1100000,553709.8571,0.291426241,1500000,222857.1429,,23433,885000,368709.8571,0.245806571,1500000,222857.1429,,23433,885000,368709.8571,0.245806571,1500000,222857.1429,,23433,885000,368709.8571,0.245806571
ク基技,ク基技,開発,安達,C0,レリアン本社引っ越し、インターネット増速,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,0,0,,,,0,0,0,0,0,0,0,0,0,4730000,2499315,0,31271,551366,1648048,0.348424524,,0,,,,0,0,,0,,,,0,0,,0,,,,0,0,1250000,0,,,853000,397000,0.3176,,0,,,,0,0,,0,,,,0,0,,0,,,,0,0,,0,,,,0,0,,0,,,,0,0
ク基技,ク基技,開発,安達,C0,ANA AGMC AWS環境提供(v5),2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,420481,0,0,342592,,77889,0.185237859,420481,0,0,349769,0,70712,0.168169311,,0,0,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,ANA AGMC AWS環境提供(v6),2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,563600,0,0,459199,,104401,0.185239532,563600,0,0,468821,0,94779,0.16816714,791600,13093,0,552893,-37130,262744,0.331915109,791600,0,0,637461,,154139,0.194718292,791600,0,0,613861,,177739,0.224531329,559500,0,0,495000,,64500,0.115281501,559500,0,0,495000,,64500,0.115281501,559500,0,0,495000,,64500,0.115281501,559500,0,0,495000,,64500,0.115281501,559500,0,0,495000,,64500,0.115281501,559500,0,0,495000,,64500,0.115281501,559500,0,0,495000,,64500,0.115281501
ク基技,ク基技,開発,安達,C0,ANA AGMC SE保守（v5),2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,200000,61204,,363,101102,37331,0.186655,200000,73258,0,339,67981,58422,0.29211,,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,ANA AGMC SE保守（v6),2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,440000,151517,,37307,160947,90229,0.205065909,240000,87909,0,408,81576,70107,0.2921125,372000,130585,0,459,141550,99406,0.26722043,372000,141370,,,76456,154174,0.414446237,372000,90228,,-339,30804,251307,0.675556452,372000,153000,,,79000,140000,0.376344086,372000,153000,,,79000,140000,0.376344086,372000,153000,,,79000,140000,0.376344086,372000,153000,,,79000,140000,0.376344086,372000,153000,,,79000,140000,0.376344086,372000,153000,,,79000,140000,0.376344086,372000,153000,,,79000,140000,0.376344086
ク基技,ク基技,開発,安達,C0,ANA AGMC 費用圧縮追加見積もり,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,0,0,564000,189628,0,339,164921,209112,0.370765957,,,0,0,,0,0,,,0,0,,0,0,,,0,0,,0,0,,,0,0,,0,0,,,0,0,,0,0,,,0,0,,0,0,,,0,0,,0,0
ク基技,ク基技,開発,安達,C0,Earth運用保守,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,1100000,693141,,,91526,315333,0.286666364,1100000,785580,0,0,88143,226277,0.205706364,1100000,738648,0,0,41768,319584,0.290530909,1100000,558075,,,248501,293424,0.266749091,1100000,517967,,,283950,298083,0.270984545,1100000,828000,,,38448,233552,0.21232,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,GWPF業務系移行対応（Earth),2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,55000,,,,46274,8726,0.158654545,55000,0,0,0,44385,10615,0.193,55000,0,0,0,41768,13232,0.240581818,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,デロイトトーマツJP1移行,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,310750,22499,,,201817,86434,0.27814642,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,TEL様向けOutsystems環境構築,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,220000,130769,,,46274,42957,0.195259091,220000,129861,0,0,44385,45754,0.207972727,220000,127500,0,0,41768,50732,0.2306,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,TEL様向けOutsystems環境保守,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,,,,,,,,,,,,0,0,0,0,0,770000,382500,,,209199,178301,0.23155974,770000,467033,,,122604,180363,0.234237662,770000,510000,,,76896,183104,0.237797403,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,東映アニメーション　インフラSEサービス,5b ｾﾝﾀｰ利用型運用保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,230000,0,0,0,50277,179723,0.781404348,230000,-3994,0,-1879,45234,190639,0.828865217,240000,0,0,0,39517,200483,0.835345833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ク基技,ク基技,営業,安原,C0,東京エネシス様向けクラウドコンシェルジュサービス,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,70000,0,0,0,0,70000,1,70000,0,0,0,0,70000,1,70000,0,0,0,0,70000,1,70000,0,0,0,0,70000,1,70000,0,0,0,0,70000,1,70000,0,0,0,25000,45000,0.642857143,70000,0,0,0,25000,45000,0.642857143,70000,0,0,0,25000,45000,0.642857143,70000,0,0,0,25000,45000,0.642857143,70000,0,0,0,25000,45000,0.642857143,70000,0,0,0,25000,45000,0.642857143,70000,0,0,0,25000,45000,0.642857143
ク基技,ク基技,営業,安原,C0,三菱UFJファクター　SEサポートサービス,2b 個別案件型システム開発保守サービス,201,インフラサービス,金融,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,0,0,,,,,,0,0,,,,,0,0,0,,,,,,0,0,,,,,,0,0,400000,197200,,,74800,128000,0.32,,,,,,0,0,0,0,,,0,0,0,,,,,,0,0
ク基技,ク基技,営業,安原,C0,三菱UFJファクター　インフラSEサポート,2b 個別案件型システム開発保守サービス,201,インフラサービス,金融,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,0,0,,,,,,0,0,180000,65000,,,22000,93000,0.516666667,,,,,,0,0,,,,,,0,0,180000,90000,,,33000,57000,0.316666667,,,,,,0,0,,,,,,0,0,180000,90000,,,33000,57000,0.316666667
ク基技,ク基技,営業,山下,C0,スペースワン　AWS利用料,2b 個別案件型システム開発保守サービス,106,AWS利用料,ES,ISID,内,インフラ,モノ,継続,E21,設計：NX/TCデータ管理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540300,0,0,502803,0,37497,0.069400333,0,0,0,141443,0,-141443,0,0,0,0,262120,0,-262120,0,639700,0,0,200000,0,439700,0.687353447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740000,0,0,700000,0,40000,0.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740000,0,0,700000,0,40000,0.054054054
ク基技,ク基技,営業,山下,C0,スペースワン　AWS環境追加作業,2b 個別案件型システム開発保守サービス,,,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,180000,0,0,0,78648,101352,0.563066667,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,営業,山下,C0,富士通ゼネラルTC環境構築,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,,,,,,0,0,1200000,0,0,0,725555,474445,0.395370833,,,0,,,0,0,300000,,,,138674,161326,0.537753333,60000,,,,35216,24784,0.413066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ク基技,ク基技,開発,安達,C0,RICOH様R-3DGlobalBOPインフラ構築支援,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,900000,556866,0,,195353,147781,0.164201111,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,開発,安達,C0,RICOH様R-3DGlobalBOPインフラ構築支援(21/4-6）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,,,,,0,0,,,,,,0,0,2400000,414000,,,214000,1772000,0.738333333,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,α社高セキュリティルーム構築フェーズ1,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,18750000,5523880,0,,1756543,11469577,0.611710773,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,α社高セキュリティルーム構築フェーズ2,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,0,0,,,,,,0,0,5055000,,,,634000,4421000,0.874579624,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,α社高セキュリティルーム構築NW構築費,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,0,0,,,,,,0,0,3675000,,,,1200000,2475000,0.673469388,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,戸村,C0,α社高セキュリティルーム構築セキュリティソフト設定,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,,,,,,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,0,0,,,,,,0,0,8130000,6854000,,100000,938000,238000,0.029274293,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,山下,D,マレリ向けサーバAzure移行,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E82,その他：システム開発,,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920000,1680000,0,0,1600000,1640000,0.333333333,396000,120000,0,0,120000,156000,0.393939394,396000,120000,0,0,120000,156000,0.393939394,,,0,0,,0,0
ク基技,ク基技,営業,山下,C0,日産総研向けAzure保守運用,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E82,その他：システム開発,,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,0,0,,0,0,,,0,0,,0,0,1473000,,0,0,873000,600000,0.407331976,,,0,0,,0,0,,,0,0,,0,0,1473000,582857.1429,0,0,582857.1429,307285.7143,0.208612162,,,0,0,,0,0,,,0,0,,0,0,1473000,582857.1429,0,0,582857.1429,307285.7143,0.208612162
